"cd_tuss"|"ds_medicamento"|"ds_apresentacao"|"ds_laboratorio"|"dt_inicio_vigencia"|"dt_final_vigencia"|"dt_final_implantacao"|"registro_anvisa"
"90340698"|"OCYLIN"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 600 (EMB HOSP)"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901520053"
"90235088"|"AMOXICILINA TRIIDRATADA"|"100 MG/ML PO SUS OR CT FR VD AMB X 15 G (150 ML) + COP"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/10/2012"|""|"8/31/2014"|"1181900920066"
"90235096"|"AMOXICILINA TRIIDRATADA"|"50 MG/ML PO SUS OR CT FR VD AMB X 3 G (60 ML) + COP"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/10/2012"|""|"8/31/2014"|"1181900920015"
"90235100"|"AMOXICILINA TRIIDRATADA"|"50 MG/ML PO SUS OR CT FR VD AMB X 7,5 G (150 ML) + COP"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/10/2012"|""|"8/31/2014"|"1181900920031"
"90408373"|"AMOXICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 15"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1058308800025"
"90427165"|"AMOXICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 21"|"GERMED FARMACEUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1058308800033"
"90081579"|"AMOXICILINA"|"50 MG/ML PÓ P/ SUS OR CT FR VD AMB X 150 ML + CP MED"|"GERMED FARMACEUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1058302350028"
"90436571"|"AMOXICILINA"|"875 MG COM REV CT BL AL/AL X 14"|"GERMED FARMACEUTICA LTDA"|"10/1/2019"|""|"12/31/2019"|"1058308950027"
"90408586"|"AMOXICILINA"|"80 MG/ML PO SUS OR CT FR PLAS OPC X 100 ML + SER DOS"|"GERMED FARMACEUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1058308910017"
"90180100"|"DUZIMICIN"|"500 MG CAP GEL DURA CT BL AL/PLAS TRANS X 12"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256800090040"
"90180119"|"DUZIMICIN"|"50 MG/ML PO SUS OR CT FR VD AMB X 150 ML"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256800090024"
"90180135"|"DUZIMICIN"|"50 MG/ML PO SUS OR CX 50 FR VD AMB X 150 ML (EMB HOSP)"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256800090032"
"90291760"|"DUZIMICIN"|"50 MG/ML PO SUS OR CX 50 FR VD AMB X 60 ML (EMB HOSP) "|"PRATI DONADUZZI & CIA LTDA"|"5/1/2014"|""|"8/31/2014"|"1256800090067"
"90239490"|"VELAMOX BD"|"1 G COM CT BL AL PVDC BCO LEIT X 12"|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"8/31/2014"|"1356906230047"
"90437551"|"VELAMOX BD"|"100 MG/ML SUS OR CT FR PLAS OPC X 150 ML + CP MED"|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"12/31/2019"|"1356907210074"
"90239512"|"VELAMOX BD"|"250 MG/ 5 ML PO SUS OR CT FR PLAS OPC X 150 ML + CP MED + SER DOSAD."|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"8/31/2014"|"1356906230152"
"90437560"|"VELAMOX BD"|"400 MG/ 5 ML PO SUS OR CT FR PLAS OPC X 100 ML + CP MED + SER DOSAD"|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"12/31/2019"|"1356907200011"
"90239539"|"VELAMOX BD"|"500 MG COM CT BL AL PVDC BCO LEIT X 18"|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"8/31/2014"|"1356906230020"
"90412842"|"VELAMOX BD"|"875 MG COM REV CT BL AL/AL X 14"|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"5/31/2019"|"1356907220029"
"90060660"|"AMOXICILINA"|"875 MG COM REV CT BL AL AL X 14"|"EMS SIGMA PHARMA LTDA"|"10/10/2012"|""|"8/31/2014"|"1356901940021"
"90437799"|"SIGMA CLAV BD"|"875 MG + 125 MG COM REV CT BL AL/AL X 20"|"EMS SIGMA PHARMA LTDA"|"10/1/2019"|""|"12/31/2019"|"1356907140041"
"90206649"|"AMOXICILINA"|"50MG/ML PÓ P/ SUS OR CT FR VD AMB X 150 ML + COP X 15 ML"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049702790018"
"90206606"|"AMOXICILINA"|"100 MG/ML PÓ P/ SUS OR CT FR VD AMB X 150 ML + COP X 15 ML"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049702790026"
"90206622"|"AMOXICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 21"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049713590031"
"90206630"|"AMOXICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 30"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049713590041"
"90206614"|"AMOXICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 15 "|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049713590015"
"90243323"|"NEO MOXILIN"|"250 MG/5 ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML"|"HYPERA S.A."|"3/1/2019"|""|"3/31/2016"|"1728702860042"
"90416015"|"AMOXICILINA"|"500 MG CAP DURA CT BL AL PLAS TRANS X 21"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1677304730035"
"90249755"|"AXEPEN"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 200 (EMB HOSP)"|"MYLAN LABORATORIOS LTDA"|"1/1/2016"|""|"3/31/2016"|"1883000100039"
"90418425"|"AMOXICILINA"|"875 MG COM REV CT STR AL X 14"|"CELLERA FARMACÊUTICA S.A."|"3/1/2019"|""|"5/31/2019"|"1044001960013"
"90418433"|"AMOXICILINA"|"875 MG COM REV CT STR AL X 20"|"CELLERA FARMACÊUTICA S.A."|"3/1/2019"|""|"5/31/2019"|"1044001960056"
"90418786"|"AMOXICILINA"|"50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP"|"CELLERA FARMACÊUTICA S.A."|"3/1/2019"|""|"5/31/2019"|"1044002010019"
"90418794"|"AMOXICILINA"|"100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP"|"CELLERA FARMACÊUTICA S.A."|"3/1/2019"|""|"5/31/2019"|"1044002010027"
"90418808"|"AMOXICILINA"|"80 MG/ML PO SUS OR CT FR VD AMB X 100 ML + SER DOS"|"CELLERA FARMACÊUTICA S.A."|"3/1/2019"|""|"5/31/2019"|"1044002010035"
"90419723"|"AMOXICILINA"|"100 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP"|"EMS S/A"|"3/1/2019"|""|"5/31/2019"|"1023504650178"
"90430913"|"AMOXICILINA"|"80 MG/ML PO SUS OR CT FR PLAS OPC X 100 ML + SER DOS"|"EMS S/A"|"6/1/2019"|""|"8/31/2019"|"1023506080042"
"90330340"|"ATAK"|"875 MG COM REV CT STR AL X 14 "|"MOMENTA FARMACÊUTICA LTDA."|"1/1/2016"|""|"3/31/2016"|"1942700090019"
"90438876"|"AMOXICILINA TRI-HIDRATADA"|"875 MG COM CT BL AL PLAS TRANS X 14"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"10/1/2019"|""|"12/31/2019"|"1057305480013"
"90439058"|"AMOXICILINA TRI-HIDRATADA"|"500 MG CAP DURA CT BL AL PLAS TRANS X 21"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"10/1/2019"|""|"12/31/2019"|"1057305450051"
"90439066"|"AMOXICILINA"|"250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"10/1/2019"|""|"12/31/2019"|"1057305580018"
"90439074"|"AMOXICILINA TRI-HIDRATADA"|"500 MG CAP DURA CT BL AL PLAS TRANS X 30"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"10/1/2019"|""|"12/31/2019"|"1057305450076"
"90066090"|"AMOXICILINA"|"125 MG/5ML PO P/ SUS OR CT FR VD AMB X 150 ML + CP MED"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004307270015"
"90066057"|"AMOXICILINA"|"500 MG/5ML PO P/ SUS OR CT FR VD AMB X 150 ML + CP MED"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004307270031"
"90066081"|"AMOXICILINA"|"400 MG/5ML PÓ P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004307270058"
"90370279"|"AMOXICILINA"|"500 MG CAP DURA CT BL AL PLAS PVDC TRANS X 30"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"4/10/2017"|""|"7/9/2017"|"1037004470146"
"90081552"|"AMOXICILINA"|"80 MG/ML PO SUS OR CT FR VD AMB X 100 ML + SER PLAS DOS"|"GERMED FARMACEUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1058302870048"
"90439040"|"AMOXICILINA TRI-HIDRATADA"|"500 MG CAP DURA CT BL AL PLAS TRANS X 15"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"10/1/2019"|""|"12/31/2019"|"1057305450033"
"90358058"|"NEO AMPICILIN"|"250 MG/5 ML PO SUS OR CT FR VD AMB X 60ML"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"4/10/2017"|""|"7/9/2017"|"1558403350033"
"90052366"|"AMPICILINA"|"500 MG COM CT STR X 12"|"EMS S/A"|"10/10/2012"|""|"8/31/2014"|"1023504310024"
"90052374"|"AMPICILINA"|"500 MG COM CT STR X 6"|"EMS S/A"|"10/10/2012"|""|"8/31/2014"|"1023504310016"
"90052404"|"AMPICILINA"|"50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML"|"EMS S/A"|"1/1/2016"|""|"3/31/2016"|"1023504310040"
"90052412"|"AMPICILINA"|"50 MG/ML PO P/ SUS OR CT FR VD AMB X 150 ML"|"EMS S/A"|"1/1/2016"|""|"3/31/2016"|"1023504310059"
"90052382"|"AMPICILINA"|"500 MG X 24 COMP"|"EMS S/A"|"10/10/2012"|""|"8/31/2014"|"1023500090178"
"90066170"|"AMPLACILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 12"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004306870116"
"90303326"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 48 (EMB FRAC) "|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004307550034"
"90066120"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 12 "|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004307550026"
"90190025"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 12 "|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004704300018"
"90163559"|"AMPICILAB"|"3 G PO SUS OR CT FR VD AMB"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"1/1/2016"|""|"3/31/2016"|"1181900100093"
"90163575"|"AMPICILAB"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 10"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/10/2012"|""|"8/31/2014"|"1181900100042"
"90340809"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 10"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901700027"
"90341430"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS LEIT X 8"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901700019"
"90341449"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS LEIT X 12"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901700035"
"90341457"|"AMPICILINA"|"500 MG CAP GEL DURA CX BL AL PLAS LEIT X 200 (EMB HOSP)"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901700043"
"90341465"|"AMPICILINA"|"500 MG CAP GEL DURA CX BL AL PLAS LEIT X 500 (EMB HOSP)"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901700051"
"90341473"|"AMPICILINA"|"3 G PO SUS OR CT FR VD AMB + CP MED"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901700078"
"90341481"|"AMPICILINA"|"3 G PO SUS OR CX 50 FR VD AMB + 50 CP MED (EMB HOSP)"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901700086"
"90426959"|"AMPICILAB"|"500 MG CAP GEL DURA CT BL AL PLAS OPC X 10"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2019"|""|"8/31/2019"|"1181900100190"
"90237072"|"AMPICILINA"|"50 MG/ ML SUS OR CX 50 FR PLAS OPC X 60 ML + 50 CP MED (EMB HOSP)"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256801440101"
"90178157"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 12"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256802010011"
"90178173"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 21"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256802010028"
"90178203"|"AMPICILINA"|"500 MG CAP GEL DURA CT BL AL PLAS INC X 840 (EMB HOSP)"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256802010052"
"90178211"|"AMPICILINA"|"50 MG/ ML SUS OR CT FR PLAS AMB X 150 ML + CP MED"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256801440071"
"90245989"|"BINOTAL"|"500 MG COM CT STR X 14"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600330096"
"90245997"|"BINOTAL"|"1000 MG COM CT STR X 14"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600330118"
"90246004"|"BINOTAL"|"1000 MG COM CT STR X 21"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600330126"
"90246012"|"BINOTAL"|"500 MG COM CT STR X 21"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600330101"
"90431260"|"AMPICILINA"|"500 MG COM CT BL AL PLAS INC X 6"|"EMS S/A"|"6/1/2019"|""|"8/31/2019"|"1023504310105"
"90431278"|"AMPICILINA"|"500 MG COM CT BL AL PLAS INC X 12"|"EMS S/A"|"6/1/2019"|""|"8/31/2019"|"1023504310113"
"90431286"|"AMPICILINA"|"50 MG/ML PO P/ SUS OR CT FR PLAS OPC X 60 ML + CP MED"|"EMS S/A"|"6/1/2019"|""|"8/31/2019"|"1023504310199"
"90431294"|"AMPICILINA"|"50 MG/ML PO P/ SUS OR CT FR PLAS OPC X 150 ML + CP MED"|"EMS S/A"|"6/1/2019"|""|"8/31/2019"|"1023504310202"
"90375157"|"AMPICILINA"|"50 MG/ML PÓ P/ SUS OR CT FR VD AMB X 150 ML + CP MED X 5 ML"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"1/1/2018"|""|"3/31/2018"|"1558401120030"
"90375165"|"AMPICILINA"|"50 MG/ML PÓ P/ SUS OR CT FR VD AMB X 60 ML + CP MED X 5 ML"|"BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A"|"1/1/2018"|""|"3/31/2018"|"1558401120014"
"90340884"|"AMPICILINA ANIDRA"|"500 MG CAP GEL DURA CT BL AL PLAS OPC X 600 (EMB HOSP) "|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"6/1/2016"|""|"8/31/2016"|"1181901700061"
"90393503"|"AMPICILINA SÓDICA"|"1 G PÓ P/ SOL INJ CT 50 FA VD TRANS"|"AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA"|"3/1/2019"|""|"5/31/2019"|"1516700160081"
"90289501"|"CILINON"|"500MG PO INJ CX 100 FA VD INC + 100 DIL X 5 ML"|"BLAU FARMACÊUTICA S.A."|"5/1/2014"|""|"8/31/2014"|"1163700980016"
"90289510"|"CILINON"|"1000 MG PO INJ CX 100 FA VD INC + 100 DIL X 5 ML"|"BLAU FARMACÊUTICA S.A."|"5/1/2014"|""|"8/31/2014"|"1163700980024"
"90289528"|"CILINON"|"500MG PO INJ CT FA VD INC + AMP DIL PLAS X 5 ML"|"BLAU FARMACÊUTICA S.A."|"5/1/2014"|""|"8/31/2014"|"1163700980075"
"90289536"|"CILINON"|"1000 MG PO INJ CT FA VD INC + AMP DIL PLAS X 5ML"|"BLAU FARMACÊUTICA S.A."|"5/1/2014"|""|"8/31/2014"|"1163700980091"
"90289544"|"CILINON"|"1000 MG PO INJ CX 100 FA VD INC + 100 AMP DIL PLAS X 5 ML"|"BLAU FARMACÊUTICA S.A."|"5/1/2014"|""|"8/31/2014"|"1163700980105"
"90299981"|"CILINON"|"1000 MG PÓ INJ CX 100 FA VD INC"|"BLAU FARMACÊUTICA S.A."|"1/1/2016"|""|"3/31/2016"|"1163700980067"
"90299990"|"CILINON"|"500 MG PÓ INJ CX 100 FA VD INC"|"BLAU FARMACÊUTICA S.A."|"1/1/2016"|""|"3/31/2016"|"1163700980059"
"90066154"|"AMPLACILINA"|"1 G PO INJ CX 25 FA VD INC + AMP PLAS DIL X 3 ML "|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004306870205"
"90077261"|"FURP-AMPICILINA"|"200 MG/ML PÓ INJ CX 50 FA VD INC + DIL CX 50 AMP VD INC X 5 ML (EMB HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"6/1/2016"|""|"8/31/2016"|"1103900240101"
"90077270"|"FURP-AMPICILINA"|"100 MG/ML PÓ INJ CX 50 FA VD INC + DIL CX 50 AMP VD INC X 5 ML ( EMB HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"6/1/2016"|""|"8/31/2016"|"1103900240098"
"90400534"|"FURP-AMPICILINA"|"100 MG/ML PÓ INJ CX 50 FA VD TRANS ( EMB. HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"3/1/2019"|""|"5/31/2019"|"1103900240111"
"90400542"|"FURP-AMPICILINA"|"200 MG/ML PÓ INJ CX 50 FA VD TRANS (EMB. HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"3/1/2019"|""|"5/31/2019"|"1103900240128"
"90135326"|"AMPICILINA SÓDICA"|"1 G PÓ P/ SOL INJ CT 50 FA VD INC + 50 DIL AMP VD INC X 3 ML (EMB HOSP)"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"10/10/2012"|""|"8/31/2014"|"1037002990029"
"90135334"|"AMPICILINA SÓDICA"|"500 MG PÓ P/ SOL INJ CT 50 FA VD INC + 50 DIL AMP VD INC X 2 ML (EMB HOSP)"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"10/10/2012"|""|"8/31/2014"|"1037002990010"
"90312252"|"AMPICILINA SÓDICA"|"500 MG PÓ SOL INJ CT FA VD TRANS X 50 (EMB HOSP)"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"1/1/2016"|""|"3/31/2016"|"1037002990193"
"90312260"|"AMPICILINA SÓDICA"|"1 G PÓ SOL INJ CT FA VD TRANS X 50 (EMB HOSP)"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"1/1/2016"|""|"3/31/2016"|"1037002990231"
"90166841"|"AMPLATIL"|"1000 MG PO INJ CX 50 FA VD INC"|"NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1140200050061"
"90166850"|"AMPLATIL"|"500MG PÓ INJ IM/IV CX 50 FA VD INC X 10ML (EMB HOSP)"|"NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1140200050053"
"90015363"|"ARIMIDEX"|"1 MG COM REV CT 2 BL AL PLAS INC X 14"|"ASTRAZENECA DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1161800630010"
"90066235"|"ANASTROZOL"|"1 MG COM REV CT BL AL PLAS INC X 30"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004309310030"
"90403096"|"ANASTROZOL"|"1 MG COM REV CT BL AL PLAS TRANS X 30"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1004706090010"
"90250532"|"ANASTROLIBBS"|"1 MG COM REV CT BL AL PLAS INC X 30"|"LIBBS FARMACÊUTICA LTDA"|"12/1/2013"|""|"8/31/2014"|"1003301530025"
"90413636"|"ANYA"|"1 MG COM REV CT BL AL PVC X 28"|"SUN FARMACÊUTICA DO BRASIL LTDA"|"3/1/2019"|""|"5/31/2019"|"1468200670026"
"90390385"|"ANASTROZOL"|"1 MG COM REV CT BL AL PLAS PVDC OPC X 28"|"EMS S/A"|"1/1/2018"|""|"3/31/2018"|"1023512160011"
"90418948"|"ANASTROZOL"|"1 MG COM REV CT BL AL PLAS PVDC OPC X 30"|"EMS S/A"|"3/1/2019"|""|"5/31/2019"|"1023512160060"
"90419006"|"ARAZABI"|"1 MG COM REV CT BL AL PLAS PVDC OPC X 30"|"EMS S/A"|"3/1/2019"|""|"5/31/2019"|"1023512340069"
"90422163"|"VACINA DUPLA (DT) USO ADULTO"|"SUSP INJ CT 20 FA VD INC X 5 ML"|"INSTITUTO BUTANTAN"|"3/1/2019"|""|"5/31/2019"|"1223400160010"
"90045050"|"ANFORICIN B"|"50 MG PO LIOF INJ CX 25 FA VD INC + SOL DIL ( REST HOSP)"|"CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA."|"10/10/2012"|""|"8/31/2014"|"1029802290039"
"90335147"|"ANFORICIN B"|"50 MG PO LIOF INJ CX FA VD INC + SOL DIL"|"CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA."|"6/1/2016"|""|"8/31/2016"|"1029802290012"
"90210344"|"UNIANF"|"50 MG PÓ LIOF INJ CT 25 FA VD AMB"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049702230039"
"90211421"|"AMBISOME"|"50 MG PÓ LIOF INJ CT 10 FA VD INC"|"UNITED MEDICAL LTDA"|"10/10/2012"|""|"8/31/2014"|"1257600070011"
"90344235"|"ABELCET"|"5 MG/ML SUS INJ IV CT FA VD TRANS X 20 ML + AGU"|"TEVA FARMACÊUTICA LTDA."|"6/1/2016"|""|"8/31/2016"|"1557300340037"
"90131584"|"ECALTA"|"100 MG PÓ LIOF SOL INJ CT 01 FA VD INC"|"LABORATÓRIOS PFIZER LTDA"|"10/10/2012"|""|"8/31/2014"|"1021602190051"
"90272676"|"MORFEGIX"|"100 MG PO LIOF SOL INJ IV CT 1 FA VD TRANS"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1211002990011"
"90272641"|"ANIDULAFUNGINA"|"100 MG PO LIOF SOL INJ IV CT 1 FA VD TRANS"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"12/1/2013"|""|"8/31/2014"|"1211002980014"
"90405927"|"ECALTA"|"100 MG PO LIOF SOL INJ CT FA VD TRANS + SOL DIL FA VD TRANS X 30 ML "|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1211004310016"
"90405935"|"ECALTA"|"100 MG PO LIOF SOL INJ CT 1 FA VD TRANS"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1211004310059"
"90422015"|"VACINA ADSORVIDA HEPATITE B (RECOMBINANTE)"|"20 MCG/ML SUS INJ IM CT 50 FA VD TRANS X 10 ML"|"INSTITUTO BUTANTAN"|"3/1/2019"|""|"5/31/2019"|"1223400470011"
"90195361"|"GLUCANTIME"|"300 MG/ML SOL INJ CX 50 AMP VD INC X 5 ML"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1130000840029"
"90049004"|"KYBERNIN P"|"50 UI/ML PO LIOF INJ CT FA + DIL X 20 ML+ DISPOSITIVO DE TRANSFERÊNCIA"|"CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/10/2012"|""|"8/31/2014"|"1015101150028"
"90403630"|"ERLEADA"|"60 MG COM REV CT FR PLAS OPC X 120"|"JANSSEN-CILAG FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1123634190017"
"90422457"|"ELIQUIS"|"2,5 MG COM REV CT BL AL PLAS TRANS X 10"|"LABORATÓRIOS PFIZER LTDA"|"3/1/2019"|""|"5/31/2019"|"1021602520019"
"90422465"|"ELIQUIS"|"2,5 MG COM REV CT BL AL PLAS TRANS X 20"|"LABORATÓRIOS PFIZER LTDA"|"3/1/2019"|""|"5/31/2019"|"1021602520027"
"90422473"|"ELIQUIS"|"2,5 MG COM REV CT BL AL PLAS TRANS X 60"|"LABORATÓRIOS PFIZER LTDA"|"3/1/2019"|""|"5/31/2019"|"1021602520035"
"90422481"|"ELIQUIS"|"5,0 MG COM REV CT BL AL PLAS TRANS X 20 "|"LABORATÓRIOS PFIZER LTDA"|"3/1/2019"|""|"5/31/2019"|"1021602520061"
"90422490"|"ELIQUIS"|"5,0 MG COM REV CT BL AL PLAS TRANS X 60 "|"LABORATÓRIOS PFIZER LTDA"|"3/1/2019"|""|"5/31/2019"|"1021602520078"
